,date,ticker,inventory,deferredLongTermLiab,dividendsPaid,operatingIncome,otherCurrentAssets,netTangibleAssets,otherLiab,issuanceOfStock,grossProfit,netIncomeApplicableToCommonShares,totalCurrentLiabilities,commonStock,totalCurrentAssets,incomeBeforeTax,incomeTaxExpense,totalOtherIncomeExpenseNet,interestExpense,repurchaseOfStock,netReceivables,longTermDebt,changeToNetincome,changeInCash,capitalExpenditures,effectOfAccountingCharges,otherItems,otherCashflowsFromInvestingActivities,depreciation,changeToAccountReceivables,extraordinaryItems,otherCurrentLiab,totalStockholderEquity,intangibleAssets,effectOfExchangeRate,sellingGeneralAdministrative,cash,totalCashflowsFromInvestingActivities,totalCashFromFinancingActivities,netIncomeFromContinuingOps,treasuryStock,deferredLongTermAssetCharges,shortLongTermDebt,totalLiab,costOfRevenue,nonRecurring,otherStockholderEquity,totalCashFromOperatingActivities,otherAssets,totalOperatingExpenses,discontinuedOperations,propertyPlantEquipment,otherCashflowsFromFinancingActivities,netIncome,goodWill,capitalSurplus,otherOperatingExpenses,minorityInterest,ebit,investments,longTermInvestments,shortTermInvestments,retainedEarnings,changeToLiabilities,changeToInventory,changeToOperatingActivities,totalAssets,accountsPayable,netBorrowings,researchDevelopment,totalRevenue,company_name,sector,specific
0,"31 December, 2020",EOG,629401000.0,,-820823000.0,-137569000.0,358546000.0,20301887000.0,6366259000.0,16169000.0,4978891000.0,-604572000.0,3460104000.0,205837000.0,5862168000.0,-739054000.0,-134482000.0,-601485000.0,-205266000.0,-16130000.0,1545293000.0,4854134000.0,319626000.0,1300956000.0,-3464700000.0,,,-74734000.0,5140569000.0,466523000.0,,702768000.0,20301887000.0,,-296000.0,483823000.0,3328928000.0,-3347506000.0,-359025000.0,-604572000.0,-18943000.0,2127000.0,750054000.0,15502714000.0,4955303000.0,,-12328000.0,5007783000.0,474806000.0,10071763000.0,,29467627000.0,-2649000.0,-604572000.0,,5945024000.0,-666803000,,-137569000.0,,,,14169969000.0,-795267000.0,122647000.0,407353000.0,35804601000.0,1681193000.0,464408000.0,,9934194000.0,"EOG Resources, Inc.",Energy,Oil & Gas E&P
1,"31 December, 2019",EOG,767297000.0,,-588200000.0,3666381000.0,324747000.0,21640716000.0,6405985000.0,17946000.0,9120166000.0,2734910000.0,4486988000.0,205822000.0,5273339000.0,3545267000.0,810357000.0,-121114000.0,-185129000.0,-25152000.0,2153323000.0,4118019000.0,858179000.0,472338000.0,-6422526000.0,,,105061000.0,4176617000.0,-91792000.0,,673972000.0,21640716000.0,,-348000.0,489397000.0,2027972000.0,-6177173000.0,-1513321000.0,2734910000.0,-31185000.0,2363000.0,999524000.0,15483892000.0,7955919000.0,,-4652000.0,8163180000.0,713674000.0,13409704000.0,,31137595000.0,-5016000.0,2734910000.0,,5817475000.0,619889000,,3666381000.0,,,,15648604000.0,168539000.0,90284000.0,186321000.0,37124608000.0,2429127000.0,-912899000.0,,17076085000.0,"EOG Resources, Inc.",Energy,Oil & Gas E&P
2,"31 December, 2018",EOG,859359000.0,,-438045000.0,4343516000.0,299273000.0,19364188000.0,5671753000.0,20560000.0,9592660000.0,3419040000.0,3728364000.0,205804000.0,5057390000.0,4240998000.0,821958000.0,-102518000.0,-245052000.0,-63456000.0,2343124000.0,5098598000.0,850023000.0,721406000.0,-6076475000.0,,,-321133000.0,3729650000.0,-368180000.0,,575421000.0,19364188000.0,,-37937000.0,426969000.0,1555634000.0,-6170162000.0,-839103000.0,3419040000.0,-43540000.0,777000.0,913093000.0,14570286000.0,7673817000.0,,-1358000.0,7768608000.0,801565000.0,12922961000.0,,28075519000.0,57000.0,3419040000.0,,5658794000.0,938121000,,4343516000.0,,,,13543130000.0,439347000.0,-395408000.0,186597000.0,33934474000.0,2239850000.0,-358219000.0,,17266477000.0,"EOG Resources, Inc.",Energy,Oil & Gas E&P
3,"31 December, 2017",EOG,483865000.0,,-386531000.0,1069738000.0,250164000.0,16283273000.0,4793427000.0,20840000.0,6023377000.0,2582579000.0,2725542000.0,205788000.0,3279108000.0,661182000.0,-1921397000.0,-408556000.0,-274372000.0,-63408000.0,1710851000.0,6030836000.0,-1196718000.0,-765667000.0,-4124242000.0,,,-89935000.0,3844387000.0,-392131000.0,,522176000.0,16283273000.0,,-7883000.0,434467000.0,834228000.0,-3987409000.0,-1035711000.0,2582579000.0,-52595000.0,17506000.0,356235000.0,13549805000.0,5264211000.0,,-19297000.0,4265336000.0,888933000.0,10217850000.0,,25665037000.0,-57000.0,2582579000.0,,5536547000.0,524834000,,1069738000.0,,,,10593533000.0,324192000.0,-174548000.0,-658488000.0,29833078000.0,1847131000.0,-606555000.0,,11287588000.0,"EOG Resources, Inc.",Energy,Oil & Gas E&P
0,"31 December, 2020",EQNR,3084000000.0,,-2330000000.0,1734000000.0,2248000000.0,25725000000.0,35922000000.0,,15936000000.0,-5510000000.0,19820000000.0,1164000000.0,32186000000.0,-4259000000.0,1237000000.0,-5993000000.0,-776000000.0,-1059000000.0,8232000000.0,29118000000.0,4392000000.0,1579000000.0,-8476000000.0,,,-418000000.0,12028000000.0,,,11295000000.0,33873000000.0,6667000000.0,294000000.0,792000000.0,6757000000.0,-12092000000.0,2991000000.0,-5496000000.0,-4194000000.0,4974000000.0,1974000000.0,88080000000.0,29817000000.0,,-4194000000.0,10386000000.0,9621000000.0,44019000000.0,,65672000000.0,,-5510000000.0,1481000000.0,6852000000.0,412000000,19000000.0,1734000000.0,-3703000000.0,6345000000.0,11865000000.0,30051000000.0,0.0,,-524000000.0,121972000000.0,2748000000.0,6380000000.0,,45753000000.0,Equinor ASA,Energy,Oil & Gas Integrated
1,"31 December, 2019",EQNR,3363000000.0,,-3342000000.0,10714000000.0,578000000.0,30401000000.0,32402000000.0,,23719000000.0,1843000000.0,19557000000.0,1185000000.0,24777000000.0,9292000000.0,7441000000.0,-1422000000.0,-733000000.0,-442000000.0,8233000000.0,21754000000.0,1060000000.0,-2379000000.0,-10204000000.0,,,288000000.0,10587000000.0,,,12423000000.0,41139000000.0,9280000000.0,-38000000.0,927000000.0,5177000000.0,-10594000000.0,-5496000000.0,1851000000.0,-5258000000.0,3881000000.0,2004000000.0,76904000000.0,39192000000.0,,-5258000000.0,13749000000.0,7553000000.0,52197000000.0,,69953000000.0,,1843000000.0,1458000000.0,7732000000.0,456000000,20000000.0,10714000000.0,-1012000000.0,5042000000.0,7426000000.0,37480000000.0,0.0,,259000000.0,118063000000.0,3047000000.0,-1712000000.0,,62911000000.0,Equinor ASA,Energy,Oil & Gas Integrated
2,"31 December, 2018",EQNR,2144000000.0,,-2672000000.0,18034000000.0,317000000.0,33298000000.0,29650000000.0,,30512000000.0,7535000000.0,16605000000.0,1185000000.0,26056000000.0,18873000000.0,11335000000.0,839000000.0,-578000000.0,-442000000.0,8998000000.0,22889000000.0,858000000.0,3166000000.0,-11367000000.0,,,581000000.0,10211000000.0,,,11610000000.0,42970000000.0,9107000000.0,-292000000.0,758000000.0,7556000000.0,-11212000000.0,-5024000000.0,7538000000.0,-5250000000.0,3304000000.0,1323000000.0,69519000000.0,48044000000.0,,-5250000000.0,19694000000.0,6200000000.0,60522000000.0,,65262000000.0,1000000.0,7535000000.0,565000000.0,8247000000.0,461000000,19000000.0,18034000000.0,1358000000.0,5318000000.0,7041000000.0,38788000000.0,0.0,,1090000000.0,112508000000.0,2532000000.0,-2353000000.0,,78556000000.0,Equinor ASA,Energy,Oil & Gas Integrated
3,"31 December, 2017",EQNR,3398000000.0,,-1491000000.0,12088000000.0,1528000000.0,31240000000.0,28015000000.0,,23997000000.0,4590000000.0,19017000000.0,1180000000.0,27189000000.0,13420000000.0,8822000000.0,1332000000.0,-889000000.0,-442000000.0,9425000000.0,24183000000.0,938000000.0,-701000000.0,-10755000000.0,,,-360000000.0,9691000000.0,,,11745000000.0,39861000000.0,8282000000.0,436000000.0,738000000.0,4390000000.0,-10117000000.0,-5822000000.0,4598000000.0,-3594000000.0,2441000000.0,2908000000.0,71215000000.0,36975000000.0,,-3594000000.0,14802000000.0,6261000000.0,48884000000.0,,63637000000.0,1000000.0,4590000000.0,339000000.0,7933000000.0,413000000,24000000.0,12088000000.0,592000000.0,5392000000.0,8448000000.0,34342000000.0,0.0,,-417000000.0,111100000000.0,3181000000.0,-4331000000.0,,60972000000.0,Equinor ASA,Energy,Oil & Gas Integrated
0,"31 December, 2020",ES,265599000.0,5493330000.0,-744665000.0,2044234000.0,1076556000.0,9617578000.0,11239362000.0,949659000.0,4447438000.0,1205167000.0,4915012000.0,1789092000.0,3130143000.0,1558872000.0,346186000.0,-485362000.0,-538452000.0,,1428950000.0,15622788000.0,-471202000.0,147887000.0,-4056248000.0,,,23809000.0,981380000.0,-351843000.0,,1177344000.0,14063566000.0,,,-44400000.0,106599000.0,-4129275000.0,2594590000.0,1212686000.0,-354390000.0,,1096396000.0,31880462000.0,4456992000.0,,-76411000.0,1682572000.0,6063184000.0,6860196000.0,,30937723000.0,-13913000.0,1205167000.0,4445988000.0,8015663000.0,1288545000,155570000.0,2044234000.0,-207372000.0,1522560000.0,,4613201000.0,122567000.0,-15404000.0,-9591000.0,46099598000.0,1370647000.0,2403509000.0,,8904430000.0,Eversource Energy,Utilities,Utilities—Regulated Electric
1,"31 December, 2019",ES,235471000.0,4863639000.0,-663239000.0,1861435000.0,651112000.0,8202728000.0,10372438000.0,868550000.0,4123197000.0,909053000.0,3605563000.0,1729292000.0,2414539000.0,1190071000.0,273499000.0,-671364000.0,-533197000.0,,1170389000.0,14310950000.0,139522000.0,-92261000.0,-2911489000.0,,,24204000.0,885278000.0,-98716000.0,,1178286000.0,12629994000.0,,,-31300000.0,15432000.0,-3274288000.0,1172450000.0,916572000.0,-364114000.0,,370621000.0,28338351000.0,4403273000.0,,-65059000.0,2009577000.0,5371977000.0,6665035000.0,,27635370000.0,-24821000.0,909053000.0,4427266000.0,7087768000.0,1212404000,155570000.0,1861435000.0,-387003000.0,1274763000.0,,4177048000.0,14866000.0,-8074000.0,-11603000.0,41123915000.0,1147872000.0,991960000.0,,8526470000.0,Eversource Energy,Utilities,Utilities—Regulated Electric
2,"31 December, 2018",ES,238042000.0,4631137000.0,-640110000.0,1760730000.0,514779000.0,7059551000.0,9643178000.0,868550000.0,3974019000.0,1033000000.0,4112882000.0,1669392000.0,2292224000.0,1329491000.0,288972000.0,-431239000.0,-498805000.0,,1170340000.0,12832074000.0,-167086000.0,123434000.0,-2569936000.0,,,6754000.0,819930000.0,-141433000.0,,1184336000.0,11486817000.0,,,-60800000.0,108068000.0,-2437046000.0,729937000.0,1040519000.0,-377771000.0,,889651000.0,26598869000.0,4474182000.0,,-60000000.0,1830543000.0,5055444000.0,6687471000.0,,25610428000.0,-35976000.0,1033000000.0,4427266000.0,6241222000.0,1202133000,155570000.0,1760730000.0,-67788000.0,855894000.0,,3953974000.0,24481000.0,-831000.0,78226000.0,38241256000.0,1119995000.0,1406023000.0,,8448201000.0,Eversource Energy,Utilities,Utilities—Regulated Electric
3,"31 December, 2017",ES,223063000.0,4497447000.0,-602083000.0,1918149000.0,985818000.0,6658976000.0,9603742000.0,868550000.0,3909629000.0,987996000.0,3589045000.0,1669392000.0,2487099000.0,1574407000.0,578892000.0,-343742000.0,-421755000.0,,1126444000.0,11775889000.0,70900000.0,-20860000.0,-2348105000.0,,,5479000.0,773802000.0,-117155000.0,,857893000.0,11086242000.0,,,-29900000.0,38165000.0,-3230516000.0,1213454000.0,995515000.0,-384174000.0,,549631000.0,24978574000.0,3842323000.0,,-66403000.0,1996202000.0,4848839000.0,5833803000.0,,23617463000.0,-12273000.0,987996000.0,4427266000.0,6239940000.0,1157592000,155570000.0,1918149000.0,-10238000.0,839719000.0,,3561084000.0,56067000.0,-9223000.0,91545000.0,36220386000.0,1085034000.0,1827810000.0,,7751952000.0,Eversource Energy,Utilities,Utilities—Regulated Electric
0,"31 December, 2021",ETN,2969000000.0,,,2463000000.0,,-4193000000.0,3196000000.0,,6335000000.0,2144000000.0,7212000000.0,16413000000.0,7511000000.0,2896000000.0,750000000.0,433000000.0,-144000000.0,,3297000000.0,6831000000.0,,,,,,,,,,2166000000.0,16413000000.0,5855000000.0,,3256000000.0,297000000.0,,,2146000000.0,,392000000.0,1735000000.0,17576000000.0,13293000000.0,,,,2404000000.0,17165000000.0,,3506000000.0,,2144000000.0,14751000000.0,,,38000000.0,2463000000.0,,,271000000.0,,0.0,,,34027000000.0,2797000000.0,,616000000,19628000000.0,Eaton Corporation plc,Industrials,Specialty Industrial Machinery
1,"31 December, 2020",ETN,2109000000.0,,-1175000000.0,1786000000.0,2556000000.0,-2148000000.0,3526000000.0,71000000.0,5450000000.0,1410000000.0,5881000000.0,4000000.0,9178000000.0,1746000000.0,331000000.0,-40000000.0,-221000000.0,-1645000000.0,2994000000.0,7088000000.0,88000000.0,68000000.0,-389000000.0,,,19000000.0,811000000.0,219000000.0,,2290000000.0,14930000000.0,4175000000.0,-15000000.0,3113000000.0,438000000.0,397000000.0,-3258000000.0,1415000000.0,-4197000000.0,426000000.0,1039000000.0,16851000000.0,12408000000.0,,-4197000000.0,2944000000.0,2059000000.0,16072000000.0,,3392000000.0,-6000000.0,1410000000.0,12903000000.0,12329000000.0,,43000000.0,1786000000.0,-441000000.0,117000000.0,664000000.0,6794000000.0,76000000.0,371000000.0,64000000.0,31824000000.0,1987000000.0,-503000000.0,551000000,17858000000.0,Eaton Corporation plc,Industrials,Specialty Industrial Machinery
2,"31 December, 2019",ETN,2805000000.0,,-1201000000.0,2857000000.0,1439000000.0,-2012000000.0,3348000000.0,66000000.0,7052000000.0,2211000000.0,5132000000.0,4000000.0,8728000000.0,2591000000.0,378000000.0,-266000000.0,-272000000.0,-1075000000.0,3538000000.0,7840000000.0,113000000.0,87000000.0,-587000000.0,,,7000000.0,884000000.0,172000000.0,,1868000000.0,16082000000.0,4638000000.0,-4000000.0,3589000000.0,370000000.0,-1866000000.0,-1494000000.0,2213000000.0,-4292000000.0,372000000.0,242000000.0,16672000000.0,14338000000.0,,-4292000000.0,3451000000.0,1991000000.0,18533000000.0,,3932000000.0,-9000000.0,2211000000.0,13456000000.0,12200000000.0,,51000000.0,2857000000.0,-70000000.0,60000000.0,221000000.0,8170000000.0,147000000.0,-60000000.0,-32000000.0,32805000000.0,2114000000.0,725000000.0,606000000,21390000000.0,Eaton Corporation plc,Industrials,Specialty Industrial Machinery
3,"31 December, 2018",ETN,2785000000.0,,-1149000000.0,2972000000.0,59000000.0,-2067000000.0,2999000000.0,29000000.0,7098000000.0,2145000000.0,5154000000.0,4000000.0,7590000000.0,2424000000.0,278000000.0,-548000000.0,-258000000.0,-1295000000.0,3952000000.0,6797000000.0,-49000000.0,-278000000.0,-565000000.0,,,-188000000.0,903000000.0,-152000000.0,,1749000000.0,16107000000.0,4846000000.0,43000000.0,3542000000.0,283000000.0,-398000000.0,-2581000000.0,2146000000.0,-4148000000.0,293000000.0,340000000.0,14950000000.0,14511000000.0,,-4148000000.0,2658000000.0,1839000000.0,18637000000.0,,3467000000.0,-2000000.0,2145000000.0,13328000000.0,12090000000.0,,35000000.0,2972000000.0,355000000.0,22000000.0,157000000.0,8161000000.0,23000000.0,-242000000.0,29000000.0,31092000000.0,2130000000.0,-164000000.0,584000000,21609000000.0,Eaton Corporation plc,Industrials,Specialty Industrial Machinery
0,"31 December, 2021",EVRG,566700000.0,1991100000.0,-497900000.0,1324200000.0,818500000.0,6907800000.0,6770200000.0,113200000.0,2656700000.0,879700000.0,3102900000.0,7205500000.0,1710300000.0,1009300000.0,117400000.0,-314900000.0,-372600000.0,,249600000.0,9297900000.0,65900000.0,-118700000.0,-1972500000.0,,,58700000.0,947800000.0,69900000.0,,402700000.0,9244400000.0,,,55600000.0,26200000.0,-1913800000.0,443400000.0,891900000.0,-44000000.0,,389300000.0,19278800000.0,2930000000.0,,-44000000.0,1351700000.0,3385800000.0,4262500000.0,,21087800000.0,-10000000.0,879700000.0,2336600000.0,,380500000,-2700000.0,1324200000.0,,,,2082900000.0,-55100000.0,-61600000.0,-561400000.0,28520500000.0,639700000.0,838100000.0,,5586700000.0,"Evergy, Inc.",Utilities,Utilities—Regulated Electric
1,"31 December, 2020",EVRG,504500000.0,1868200000.0,-465000000.0,1183900000.0,589900000.0,6396800000.0,6849600000.0,113200000.0,2486800000.0,618300000.0,2355800000.0,7080000000.0,1624300000.0,732200000.0,102200000.0,-451700000.0,-383900000.0,,336800000.0,9190900000.0,123400000.0,121700000.0,-1560300000.0,,,26600000.0,938400000.0,-4900000.0,,392700000.0,8733400000.0,,,58600000.0,144900000.0,-1533700000.0,-98400000.0,630000000.0,-49400000.0,,455200000.0,18396300000.0,2426600000.0,,-49400000.0,1753800000.0,4202400000.0,3729500000.0,,18951500000.0,-13600000.0,618300000.0,2336600000.0,,364200000,-14900000.0,1183900000.0,,,,1702800000.0,134300000.0,-22300000.0,-65500000.0,27114800000.0,654000000.0,380200000.0,,4913400000.0,"Evergy, Inc.",Utilities,Utilities—Regulated Electric
2,"31 December, 2019",EVRG,481600000.0,1740500000.0,-462500000.0,1130200000.0,570700000.0,6235300000.0,6329200000.0,113200000.0,2413000000.0,669900000.0,2335900000.0,7070400000.0,1467700000.0,782600000.0,97000000.0,-347600000.0,-374000000.0,-1628700000.0,314000000.0,8765500000.0,110700000.0,-137100000.0,-1210100000.0,,,129800000.0,913100000.0,-23100000.0,,441300000.0,8571900000.0,,,55600000.0,23200000.0,-1080300000.0,-805800000.0,685600000.0,-50000000.0,,283400000.0,17430600000.0,2734800000.0,,-50000000.0,1749000000.0,2954700000.0,4017600000.0,,19216900000.0,-85100000.0,669900000.0,2336600000.0,,365500000,-26600000.0,1130200000.0,,,,1551500000.0,16900000.0,29900000.0,14300000.0,25975900000.0,528800000.0,1370500000.0,,5147800000.0,"Evergy, Inc.",Utilities,Utilities—Regulated Electric
3,"31 December, 2018",EVRG,511000000.0,1757900000.0,-290900000.0,985100000.0,668900000.0,7689300000.0,6052800000.0,113200000.0,1920800000.0,535800000.0,2867200000.0,8685200000.0,1681000000.0,605000000.0,59000000.0,-380100000.0,-279600000.0,-1042300000.0,261700000.0,6687400000.0,148500000.0,156800000.0,-1069700000.0,,,112900000.0,662400000.0,265100000.0,,465500000.0,10028200000.0,,,47800000.0,160300000.0,197400000.0,-1538400000.0,546000000.0,-3000000.0,,735700000.0,15607400000.0,2355100000.0,,-3000000.0,1497800000.0,2760600000.0,3290800000.0,,18817600000.0,-21300000.0,535800000.0,2338900000.0,,269100000,-37500000.0,985100000.0,,,,1346000000.0,56700000.0,54700000.0,-170200000.0,25598100000.0,451500000.0,200000.0,,4275900000.0,"Evergy, Inc.",Utilities,Utilities—Regulated Electric
0,"31 March, 2021",FLEX,3895000000.0,,,896000000.0,590000000.0,2133000000.0,485000000.0,,1775000000.0,613000000.0,7834000000.0,6232000000.0,11363000000.0,714000000.0,101000000.0,-182000000.0,-150000000.0,-183000000.0,4241000000.0,3515000000.0,162200000.0,714000000.0,-351000000.0,,,67000000.0,483800000.0,-1508000000.0,,1708400000.0,3436000000.0,213000000.0,29000000.0,817000000.0,2637000000.0,-202000000.0,743000000.0,613000000.0,-507000000.0,165000000.0,268000000.0,12400000000.0,22349000000.0,,-119000000.0,144000000.0,200200000.0,23228000000.0,,2739000000.0,3000000.0,613000000.0,1090000000.0,,,,896000000.0,,230800000.0,,-2289000000.0,103000000.0,-96000000.0,386000000.0,15836000000.0,5247000000.0,923000000.0,,24124000000.0,Flex Ltd.,Technology,Electronic Components
1,"31 March, 2020",FLEX,3785000000.0,,,683000000.0,660000000.0,1504000000.0,430000000.0,,1581000000.0,88000000.0,7211000000.0,6336000000.0,9086000000.0,159000000.0,71000000.0,-524000000.0,-138800000.0,-260000000.0,2718000000.0,2689000000.0,323900000.0,226000000.0,-462000000.0,,,2633000000.0,486100000.0,-2192000000.0,,1475900000.0,2831000000.0,262000000.0,-12000000.0,834000000.0,1923000000.0,2279000000.0,-508000000.0,88000000.0,-603000000.0,163000000.0,149000000.0,10859000000.0,22629000000.0,,-215000000.0,-1533000000.0,327900000.0,23527000000.0,,2821000000.0,-2000000.0,88000000.0,1065000000.0,,,,683000000.0,,128100000.0,,-2902000000.0,-15000000.0,-66000000.0,-158000000.0,13690000000.0,5108000000.0,-246000000.0,,24210000000.0,Flex Ltd.,Technology,Electronic Components
2,"31 March, 2019",FLEX,3722854000.0,,,590000000.0,562290000.0,1568310000.0,507590000.0,,1617000000.0,93000000.0,7597513000.0,6523750000.0,9103432000.0,182000000.0,89000000.0,-408000000.0,-146000000.0,-189000000.0,3121663000.0,2421904000.0,287600000.0,225000000.0,-726000000.0,,,3631000000.0,507400000.0,-3412000000.0,,1426075000.0,2972360000.0,330995000.0,-27000000.0,953000000.0,1696625000.0,3253000000.0,-30000000.0,93000000.0,-539378000.0,164611000.0,632611000.0,10527007000.0,24594000000.0,,-151163000.0,-2971000000.0,233931000.0,25621000000.0,,2336213000.0,20000000.0,93000000.0,1073055000.0,,,,590000000.0,,421741000.0,,-3012012000.0,68000000.0,-360000000.0,-155000000.0,13499367000.0,5147236000.0,139000000.0,,26211000000.0,Flex Ltd.,Technology,Electronic Components
3,"31 March, 2018",FLEX,3799829000.0,,,564688000.0,935066000.0,1472970000.0,531587000.0,,1662727000.0,428534000.0,7268064000.0,6636747000.0,9170414000.0,520893000.0,92359000.0,-43795000.0,-123098000.0,-180050000.0,2963095000.0,2897631000.0,-34747000.0,-358251000.0,-561997000.0,,,4499491000.0,513072000.0,-4916843000.0,,1719418000.0,3018573000.0,424433000.0,-15079000.0,1019399000.0,1472424000.0,3710948000.0,-187785000.0,428534000.0,-474060000.0,165319000.0,43011000.0,10697282000.0,23778404000.0,,-85845000.0,-3866335000.0,224232000.0,24876443000.0,,2239506000.0,47242000.0,428534000.0,1121170000.0,,,,564688000.0,,536100000.0,,-3144114000.0,623148000.0,-354319000.0,-125180000.0,13715855000.0,5122303000.0,-54977000.0,,25441131000.0,Flex Ltd.,Technology,Electronic Components
0,"31 December, 2020",FLS,667228000.0,,-104159000.0,369793000.0,2857000.0,339088000.0,497987000.0,,1179066000.0,116326000.0,1141633000.0,220991000.0,2904333000.0,186812000.0,60031000.0,-182981000.0,-57386000.0,-36719000.0,1031196000.0,1723078000.0,58758000.0,424294000.0,-57405000.0,,,,100753000.0,49906000.0,,254044000.0,1732470000.0,168496000.0,7870000.0,773173000.0,1095274000.0,-41700000.0,147587000.0,126781000.0,-2647197000.0,30538000.0,3641000.0,3551877000.0,2549068000.0,,-587888000.0,310537000.0,251964000.0,3358341000.0,,764998000.0,-11050000.0,116326000.0,1224886000.0,502227000.0,,30330000.0,369793000.0,,,,3656449000.0,-118613000.0,15306000.0,88101000.0,5314677000.0,440199000.0,299515000.0,36100000,3728134000.0,Flowserve Corporation,Industrials,Specialty Industrial Machinery
1,"31 December, 2019",FLS,660837000.0,,-99557000.0,432084000.0,892000.0,372924000.0,530994000.0,,1306580000.0,238828000.0,1117442000.0,220991000.0,2506747000.0,322433000.0,75493000.0,-109651000.0,-54980000.0,-18900000.0,1068452000.0,1354189000.0,20270000.0,51297000.0,-75716000.0,,,,105904000.0,-42337000.0,,275156000.0,1746739000.0,180805000.0,-7953000.0,832496000.0,670980000.0,-33383000.0,-231464000.0,246940000.0,-2627541000.0,54879000.0,11272000.0,3165936000.0,2633117000.0,,-575958000.0,324097000.0,307933000.0,3507613000.0,,749782000.0,-1555000.0,238828000.0,1193010000.0,501045000.0,,25602000.0,432084000.0,,,,3652244000.0,32884000.0,-31058000.0,-394000.0,4938277000.0,447582000.0,-111452000.0,42000000,3939697000.0,Flowserve Corporation,Industrials,Specialty Industrial Machinery
